full_name,spkid,neo,pha,a,e,i,q,ad,per,n,ma,H,diameter,albedo,rot_per,GM,spec_B,spec_T,full_name,da_dt,e_da_dt,A2,SNR,FAccept,Tax,deltat
137924 (2000 BD19),20137924,True,False,0.876,0.895,25.8,0.092,1.66,300.0,1.2,333.0,17.5,0.97,0.247,10.57,,,,2007 US12,-0.00698525,0.00210987,-1.15115e-13,3.31076,1,N,14.095
162825 (2001 BO61),20162825,True,True,1.77,0.744,9.07,0.453,3.09,862.0,0.417,146.0,17.97,,,,,,,137924,-0.00179163,0.000541213,-7.86133e-15,3.31039,1,V,26.193
524196 (2001 QP181),20524196,True,False,2.24,0.53,4.52,1.05,3.43,1220.0,0.294,106.0,18.71,,,17.05,,,,162825,-0.00392973,0.00118735,-5.51486e-14,3.30966,Rej.,N,21.966
106589 (2000 WN107),20106589,True,False,2.15,0.618,14.4,0.82,3.47,1150.0,0.314,279.0,16.01,,,141.1,,,,524196,-0.00651399,0.00197064,-1.65017e-13,3.30553,Rej.,S,20.164
(2010 KQ10),3523945,True,True,2.38,0.662,6.7,0.805,3.96,1340.0,0.268,99.8,21.64,,,,,,,106589,0.00554995,0.00168598,1.1929e-13,3.29183,Rej.,N,22.053
1865 Cerberus (1971 UA),20001865,True,False,1.08,0.467,16.1,0.576,1.58,410.0,0.878,320.0,16.78,1.2,0.22,6.8039,,,,2010 KQ10,-3.32158,1.00921,-6.6868e-11,3.29125,Rej.,N,10.721
369986 (1998 SO),20369986,True,False,0.731,0.699,30.3,0.22,1.24,228.0,1.58,348.0,20.44,,,,,,,1865,-0.000619167,0.00018823,-1.18491e-14,3.28941,1,Q,49.993
(2009 SW19),3467709,True,False,1.26,0.328,62.9,0.849,1.68,518.0,0.695,251.0,19.61,,,,,,,369986,0.00202891,0.000617202,2.09188e-14,3.28727,1,N,20.044
(2007 TH1),3387458,True,True,1.36,0.418,20.1,0.793,1.93,580.0,0.62,183.0,21.88,,,,,,,2009 SW19,-0.10178,0.0310664,-2.40455e-12,3.27621,Rej.,N,13.347
154300 (2002 UO),20154300,True,False,1.21,0.473,8.29,0.638,1.78,486.0,0.741,189.0,19.37,,,,,,,2007 TH1,-0.0122066,0.00372809,-2.76881e-13,3.27421,1,N,15.537
209215 (2003 WP25),20209215,True,False,0.989,0.121,2.56,0.869,1.11,359.0,1.0,269.0,24.3,,,,,,,154300,-0.00148068,0.000453765,-2.97874e-14,3.26311,1,N,20.997
441823 (2009 QO5),20441823,True,False,1.6,0.238,8.56,1.22,1.98,736.0,0.489,23.9,22.11,,,,,,,209215,-0.0211736,0.00650796,-4.89038e-13,3.25349,1,N,6.352
(2017 JF3),3774612,True,True,0.906,0.349,5.82,0.59,1.22,315.0,1.14,198.0,21.74,,,,,,,441823,-0.00965044,0.00296793,-2.70731e-13,3.25157,1,N,13.81
(2003 AC23),3145520,True,True,2.17,0.582,2.06,0.908,3.43,1170.0,0.308,39.7,21.9,,,,,,,2017 JF3,-0.00274995,0.000846963,-5.41323e-14,3.24684,1,S,13.3
23548 (1994 EF2),20023548,True,False,2.29,0.518,23.4,1.1,3.48,1270.0,0.285,67.0,17.28,,,,,,,2003 AC23,0.148545,0.0457808,3.40824e-12,3.2447,Rej.,N,16.036
338292 (2002 UA31),20338292,True,False,0.799,0.487,30.7,0.41,1.19,261.0,1.38,277.0,19.11,,,2.5564,,,,23548,-0.00578465,0.00178451,-1.51211e-13,3.24159,Rej.,S,27.603
(2013 KS1),3638576,True,False,1.48,0.387,1.63,0.904,2.05,654.0,0.55,320.0,26.82,,,,,,,338292,-0.00137484,0.000426387,-2.20661e-14,3.2244,1,S,20.066
4660 Nereus (1982 DB),20004660,True,True,1.48,0.359,1.45,0.952,2.02,661.0,0.545,49.8,18.75,0.33,0.55,15.1749,,,,2013 KS1,-0.0418094,0.0129699,-1.0176e-12,3.22357,1,N,9.018
(2007 GU4),3373918,True,False,1.2,0.457,3.16,0.654,1.75,482.0,0.747,93.0,22.65,,,,,,,4660,0.000738005,0.000229096,1.84571e-14,3.22138,1,M,40.665
443837 (2000 TJ1),20443837,True,False,1.16,0.0808,39.5,1.07,1.25,457.0,0.788,158.0,19.68,0.253,0.399,14.09,,,,2007 GU4,0.691437,0.215033,1.41302e-11,3.2155,Rej.,N,15.441
323300 (2003 UD22),20323300,True,False,1.17,0.318,10.1,0.797,1.54,461.0,0.78,240.0,19.63,,,,,,,443837,-0.00114183,0.000355932,-2.87761e-14,3.20801,1,S,20.06
(2008 SZ150),3428532,True,False,1.41,0.33,13.1,0.944,1.87,611.0,0.589,119.0,24.02,,,,,,,323300,-0.00280752,0.000875314,-6.42285e-14,3.20745,1,N,19.225
173664 (2001 JU2),20173664,True,False,1.52,0.269,4.02,1.11,1.93,683.0,0.527,337.0,19.76,,,,,,,2008 SZ150,-0.00962163,0.00300536,-2.39557e-13,3.20149,1,N,10.089
159467 (2000 QK25),20159467,True,False,1.81,0.283,6.14,1.3,2.32,889.0,0.405,106.0,18.34,,,3.0,,,,173664,-0.0047431,0.0014836,-1.27656e-13,3.19703,1,S,21.766
162080 (1998 DG16),20162080,True,False,0.897,0.358,16.2,0.576,1.22,310.0,1.16,68.1,19.95,0.777,0.035,,,,,159467,-0.00326529,0.00102303,-9.51768e-14,3.19179,Rej.,N,22.448
(2012 DY32),3599934,True,False,1.08,0.166,9.54,0.904,1.26,412.0,0.873,136.0,22.69,,,,,,,162080,-0.00107151,0.000336027,-2.0828e-14,3.18877,1,N,40.085
252558 (2001 WT1),20252558,True,False,1.09,0.397,7.16,0.657,1.52,415.0,0.867,189.0,20.37,0.533,0.062,,,,,2012 DY32,-0.00290572,0.000912136,-6.92815e-14,3.18562,Rej.,N,17.235
(2013 BO27),3625068,True,False,1.16,0.513,3.05,0.565,1.75,456.0,0.789,150.0,24.11,,,,,,,252558,-0.00368716,0.00116135,-7.63239e-14,3.1749,1,N,16.988
(2003 FF5),3151652,True,False,1.37,0.304,6.34,0.953,1.79,585.0,0.615,15.8,23.3,,,,,,,2013 BO27,-0.00299346,0.000946227,-5.59297e-14,3.16357,1,N,10.012
(2018 RV3),3827426,True,False,1.6,0.359,17.7,1.02,2.17,737.0,0.488,183.0,23.03,,,,,,,2003 FF5,-0.00287374,0.000909258,-7.18798e-14,3.16054,1,N,16.367
(2017 TJ1),3782065,True,False,1.21,0.179,10.4,0.992,1.42,485.0,0.742,209.0,20.7,,,,,,,2018 RV3,-0.01227,0.00388767,-3.18189e-13,3.15614,1,N,9.599
5604 (1992 FE),20005604,True,True,0.93,0.406,4.7,0.552,1.31,328.0,1.1,350.0,17.38,0.55,0.48,5.3375,,,,2017 TJ1,-0.0204928,0.00649926,-5.1354e-13,3.1531,Rej.,N,8.082
482798 (2013 QK48),20482798,True,True,1.59,0.83,19.0,0.27,2.9,729.0,0.494,107.0,18.35,,,,,,,5604,-0.00122743,0.000390426,-2.32587e-14,3.14383,Rej.,V,43.918
(2011 CE50),3557530,True,False,1.01,0.188,14.9,0.821,1.2,371.0,0.97,64.4,23.14,,,,,,,482798,-0.0272391,0.00868926,-2.52132e-13,3.1348,Rej.,N,21.916
257838 (2000 JQ66),20257838,True,False,2.17,0.42,7.06,1.26,3.07,1160.0,0.309,339.0,18.0,,,11.094,,,,2011 CE50,-0.00731267,0.00233447,-1.66974e-13,3.13247,1,N,8.895
678964 (2018 CC14),20678964,True,False,2.08,0.546,5.89,0.945,3.22,1100.0,0.328,199.0,22.4,,,,,,,257838,-0.0101895,0.00325301,-2.9131e-13,3.13234,Rej.,V,38.157
11066 Sigurd (1992 CC1),20011066,True,False,1.39,0.375,36.9,0.869,1.91,600.0,0.6,315.0,15.17,2.104,0.19,8.4958,,,,2018 CC14,0.00450974,0.00144242,1.07572e-13,3.12652,1,N,9.125
410088 (2007 EJ),20410088,True,False,2.5,0.629,8.32,0.927,4.07,1440.0,0.249,276.0,18.2,1.032,0.095,4.5569,,,,11066,-0.00158786,0.000509203,-3.78985e-14,3.11832,Rej.,S,47.118
(2015 TW178),3730328,True,False,1.76,0.32,9.51,1.2,2.32,852.0,0.423,107.0,21.12,,,,,,,410088,-0.00410334,0.00131755,-9.21339e-14,3.11437,Rej.,M,16.134
189700 (2001 TA45),20189700,True,False,1.46,0.191,10.7,1.18,1.74,646.0,0.557,269.0,19.15,,,5.0,,,,2015 TW178,0.00324015,0.0010428,9.08325e-14,3.10715,1,N,14.283
152742 (1998 XE12),20152742,True,False,0.878,0.739,13.4,0.229,1.53,301.0,1.2,16.5,19.1,0.413,0.264,,,,,189700,-0.00211431,0.000681137,-5.80129e-14,3.10409,1,N,20.756
469356 (2001 DR8),20469356,True,False,1.93,0.672,6.56,0.632,3.22,976.0,0.369,149.0,18.76,,,,,,,152742,0.00179347,0.000578228,1.79601e-14,3.10166,1,N,27.151
1221 Amor (1932 EA1),20001221,True,False,1.92,0.435,11.9,1.09,2.75,972.0,0.371,59.9,17.37,1.0,,,,,,469356,-0.0198012,0.00638839,-3.54407e-13,3.09956,Rej.,N,16.079
162181 (1999 LF6),20162181,True,False,1.41,0.281,18.9,1.01,1.81,611.0,0.589,237.0,18.2,0.729,0.175,37.26,,,,1221,-0.000231352,7.47509e-05,-6.11558e-15,3.09498,1,N,91.365
249615 (1999 TB5),20249615,True,False,1.97,0.394,30.4,1.19,2.74,1010.0,0.357,142.0,19.05,,,,,,,162181,-0.000691622,0.000223666,-1.78127e-14,3.09221,1,N,42.426
513312 (2007 DM41),20513312,True,True,1.18,0.528,2.26,0.558,1.8,469.0,0.768,159.0,22.06,,,,,,,249615,-0.0032219,0.00104345,-8.99897e-14,3.08775,1,N,22.081
(2021 WC8),54239534,True,True,2.62,0.701,17.7,0.783,4.45,1550.0,0.233,312.0,19.81,,,,,,,513312,0.00558536,0.0018094,1.03173e-13,3.08685,1,N,10.727
171819 (2001 FZ6),20171819,True,False,1.5,0.167,9.95,1.25,1.74,668.0,0.539,45.2,18.38,,,15.24,,,,2021 WC8,-0.0190548,0.0061743,-3.66763e-13,3.08614,Rej.,N,21.662
189011 Ogmios (1997 NJ6),20189011,True,False,1.5,0.232,18.7,1.15,1.85,671.0,0.536,71.4,19.08,,,,,,,171819,-0.00226359,0.000735354,-6.33826e-14,3.07823,1,V,22.237
339492 (2005 GQ21),20339492,True,False,1.43,0.215,47.0,1.12,1.73,622.0,0.579,275.0,18.39,,,,,,,189011,-0.00177557,0.000577075,-4.84481e-14,3.07685,1,N,24.55
828534 (2004 TG10),20828534,True,True,2.24,0.861,4.19,0.311,4.16,1220.0,0.295,83.4,19.47,1.316,0.018,,,,,339492,0.00222544,0.000724273,5.96829e-14,3.07265,Rej.,S,38.609
523605 (2004 RX10),20523605,True,False,0.92,0.351,5.96,0.597,1.24,322.0,1.12,223.0,21.49,,,,,,,2004 TG10,-0.0488035,0.0159103,-4.50055e-13,3.06742,Rej.,N,13.878
322763 (2001 FA7),20322763,True,False,2.01,0.536,22.8,0.931,3.08,1040.0,0.347,306.0,17.21,1.252,0.196,,,,,523605,-0.00264863,0.000863907,-5.24296e-14,3.06588,1,N,15.072
(2006 TD),3347502,True,False,1.59,0.395,8.19,0.965,2.22,735.0,0.49,205.0,22.4,,,,,,,322763,-0.00724819,0.00237439,-1.72186e-13,3.05265,Rej.,S,43.754
(2011 XC),3590075,True,False,1.26,0.134,21.6,1.09,1.42,514.0,0.7,274.0,20.98,,,,,,,2006 TD,0.00629294,0.00206571,1.57981e-13,3.04639,1,N,13.572
(2021 SP4),54202335,True,True,1.47,0.405,9.92,0.873,2.06,649.0,0.554,53.6,20.96,,,,,,,2011 XC,0.00355603,0.00116839,9.21785e-14,3.04354,Rej.,N,20.589
625646 (2006 GX2),20625646,True,False,1.76,0.545,8.23,0.799,2.72,851.0,0.423,175.0,20.71,,,,,,,2021 SP4,-0.00806162,0.00264963,-1.92204e-13,3.04255,Rej.,N,16.682
(2015 XW261),3736516,True,False,1.25,0.467,29.7,0.666,1.83,510.0,0.706,342.0,21.39,,,19.67,,,,2006 GX2,-0.00400236,0.00132018,-8.77606e-14,3.03167,1,N,14.116
(2017 US4),3788008,True,False,1.4,0.217,9.7,1.1,1.71,608.0,0.592,191.0,21.51,,,,,,,2015 XW261,-0.00364848,0.00120527,-7.50646e-14,3.02712,Rej.,N,13.952
(2006 WF129),3361625,True,False,2.64,0.532,22.1,1.24,4.05,1570.0,0.229,162.0,19.13,,,,,,,2017 US4,-0.0108291,0.00358188,-2.88035e-13,3.0233,1,N,15.086
(2003 TG2),3160853,True,False,0.908,0.316,25.5,0.621,1.19,316.0,1.14,10.0,21.36,,,,,,,2006 WF129,-0.0539077,0.0178453,-1.48509e-12,3.02083,Rej.,N,16.58
(2005 NE21),3283679,True,False,0.789,0.496,10.6,0.397,1.18,256.0,1.41,171.0,21.24,,,,,,,2003 TG2,-0.00426075,0.00141099,-8.60522e-14,3.01968,1,N,19.039
152664 (1998 FW4),20152664,True,True,2.52,0.714,3.41,0.721,4.32,1460.0,0.246,2.25,19.7,,,17.38,,,,2005 NE21,0.00371153,0.00122972,5.85214e-14,3.0182,1,S,14.007
7336 Saunders (1989 RS1),20007336,True,False,2.31,0.482,7.2,1.19,3.42,1280.0,0.282,118.0,18.8,,,4.307,,,,152664,0.000907134,0.000300729,1.62328e-14,3.01645,1,Q,27.91
162416 (2000 EH26),20162416,True,True,1.85,0.478,0.402,0.968,2.74,922.0,0.39,40.0,21.67,,,24.0,,,,7336,0.00114271,0.000379253,3.14514e-14,3.01305,1,Q,35.239
(1999 SF10),3023213,True,False,1.28,0.254,1.21,0.955,1.6,529.0,0.681,1.25,24.46,,,0.0411,,,,162416,0.630594,0.209598,1.55914e-11,3.00859,Rej.,N,5.322
,,,,,,,,,,,,,,,,,,,1999 SF10,0.0325665,0.0108526,8.1171e-13,3.00081,Rej.,N,13.196
